Date,year,month,day,dayofweek,dayofyear,weekofyear,quarter,is_weekend,is_month_end,is_month_start,is_quarter_end,dom_bin,trend,sin_365d_k1,cos_365d_k1,sin_365d_k2,cos_365d_k2,sin_365d_k3,cos_365d_k3,sin_365d_k4,cos_365d_k4,sin_7d_k1,cos_7d_k1,sin_7d_k2,cos_7d_k2,sin_7d_k3,cos_7d_k3,rev_lag_365,rev_lag_364,rev_lag_728,rev_lag365_roll7,rev_lag365_roll30,log_rev_lag_365,log_monthly_avg,monthly_avg_rev,trend_multiplier,days_to_tet,pre_tet_7d,pre_tet_14d,post_tet_7d,is_fixed_holiday,is_tet_holiday,is_black_friday_month,is_1111,is_1212,sessions_lag_365,visitors_lag_365,n_active_promos,max_promo_discount,has_stackable_promo
2023-09-10,2023,9,10,6,253,36,3,1,0,0,0,0,4085,-0.9368813462954315,-0.34964745525122826,0.6551563572090847,-0.7554933140726807,0.47873384011578846,0.8779600847008882,-0.9899324950873529,0.14154029521704425,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,3003150.84,3574194.77,2102573.99,2778341.1428571427,3239681.0396666666,14.915172908457777,14.86591620573013,2858809.5530000003,1.0088123188245754,153,0,0,0,0,0,0,0,0,28133.0,22594.0,0,0.0,0
2023-09-11,2023,9,11,0,254,37,3,0,0,0,0,1,4086,-0.9427611433904206,-0.33346877891818705,0.6287628145958348,-0.7775971469736266,0.5234156073655488,0.8520775211013101,-0.977848341505657,0.20931464596304752,0.0,1.0,0.0,1.0,0.0,1.0,3574194.77,3415849.51,2488502.06,2811813.9271428576,3222925.132,15.089250749362515,14.86591620573013,2858809.5530000003,1.0088473037543098,152,0,0,0,0,0,0,0,0,29604.0,23624.0,0,0.0,0
2023-09-12,2023,9,12,1,255,37,3,0,0,0,0,1,4087,-0.9483615800121716,-0.31719128858910595,0.6016240632249223,-0.798779372886365,0.5667017562911164,0.8239230057575551,-0.9611297838723006,0.2760969730974692,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3415849.51,2521208.91,2715006.68,2814206.1642857143,3317515.973333333,15.043937071223423,14.86591620573013,2858809.5530000003,1.0088822898972976,151,0,0,0,0,0,0,0,0,27314.0,21746.0,0,0.0,0
2023-09-13,2023,9,13,2,256,37,3,0,0,0,0,1,4088,-0.9536809966304455,-0.300819807635668,0.5737722679043255,-0.8190148866680794,0.6084768701151251,0.7935716089521482,-0.9398560579418961,0.34157076916785384,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,2521208.91,2125189.04,3275643.47,2907356.354285714,3224453.0626666667,14.740249467281304,14.86591620573013,2858809.5530000003,1.0089172772535813,150,0,0,0,0,0,0,0,0,27859.0,20442.0,0,0.0,0
2023-09-14,2023,9,14,3,257,37,3,0,0,0,0,1,4089,-0.9587178169872964,-0.2843591872810036,0.5452404385406511,-0.8382797052177742,0.6486295610349819,0.7611042586607741,-0.9141279881853339,0.40542572835999685,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,2125189.04,3154006.65,1853200.26,2736979.0914285714,3102069.893666667,14.569371786930214,14.86591620573013,2858809.5530000003,1.0089522658232029,149,0,0,0,0,0,0,0,0,29359.0,22541.0,0,0.0,0
2023-09-15,2023,9,15,4,258,37,3,0,0,0,0,1,4090,-0.9634705485641486,-0.26781430516217486,0.5160623910158538,-0.8565509959010029,0.6870527672236676,0.726607524768565,-0.8840675099433648,0.467359217158,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,3154006.65,2557894.76,2031900.2,2562891.0828571427,3028016.8383333334,14.964184471993619,14.86591620573013,2858809.5530000003,1.0089872556062045,148,0,0,0,0,0,0,0,0,25643.0,19214.0,0,0.0,0
2023-09-16,2023,9,16,5,259,37,3,1,0,0,0,1,4091,-0.9679377830240642,-0.25119006388481957,0.4862727071086906,-0.8738071036110805,0.7236440382959118,0.6901733882429725,-0.8498170915275285,0.5270777086423712,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,2557894.76,1810510.0,1910747.73,2479557.6442857147,2858809.5530000003,14.754695509704202,14.86591620573013,2858809.5530000003,1.009022246602628,147,0,0,0,0,0,0,0,0,25367.0,19808.0,0,0.0,0
2023-09-17,2023,9,17,6,260,37,3,1,0,0,0,1,4092,-0.9721181966290612,-0.23449138957041052,0.45590669350846025,-0.8900275764346759,0.7583058084785621,0.651898995878713,-0.8115390590073629,0.5842981736283658,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,1810510.0,2355578.71,1952437.84,2378385.338571429,2698310.867666667,14.40911968383908,14.86591620573013,2858809.5530000003,1.0090572388125159,146,0,0,0,0,0,0,0,0,26163.0,20085.0,0,0.0,0
2023-09-18,2023,9,18,0,261,38,3,0,0,0,0,1,4093,-0.9760105506323682,-0.21772323039653224,0.4250003399695548,-0.9051931898913971,0.790945656756777,0.6118864012687247,-0.769414826883939,0.6387494220515257,0.0,1.0,0.0,1.0,0.0,1.0,2355578.71,2832515.44,2307149.39,2397941.9071428566,2677876.8983333334,14.67229741649873,14.86591620573013,2858809.5530000003,1.0090922322359097,145,0,0,0,0,0,0,0,0,24338.0,17411.0,0,0.0,0
2023-09-19,2023,9,19,1,262,38,3,0,0,0,0,1,4094,-0.9796136916454901,-0.20089055513063528,0.39359027665646695,-0.9192859697186104,0.8214765533024141,0.5702422926917873,-0.7236440382959127,0.6901733882429716,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,2832515.44,1813002.77,3210995.34,2391105.2357142856,2702409.882333333,14.856676075927473,14.86591620573013,2858809.5530000003,1.009127226872852,144,0,0,0,0,0,0,0,0,27785.0,21122.0,0,0.0,0
2023-09-20,2023,9,20,2,263,38,3,0,0,0,0,1,4095,-0.9829265519799822,-0.18399835165767986,0.36171373072976704,-0.9322892131745135,0.8498170915275278,0.5270777086423722,-0.6744436188329448,0.7383263540031071,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,1813002.77,2262085.02,2518917.94,2401994.4471428576,2733646.841333333,14.410495569161192,14.86591620573013,2858809.5530000003,1.0091622227233845,143,0,0,0,0,0,0,0,0,28085.0,20197.0,0,0.0,0
2023-09-21,2023,9,21,3,264,38,3,0,0,0,0,2,4096,-0.9859481499638303,-0.1670516255021195,0.3294084822245307,-0.9441875088341992,0.875891705144243,0.4825077417612183,-0.6220467484408684,0.7829801036770622,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,2262085.02,3106149.95,2220736.52,2557123.1814285717,2710737.5203333334,14.63179796322869,14.86591620573013,2858809.5530000003,1.0091972197875494,142,0,0,0,0,0,0,0,0,27876.0,21987.0,0,0.0,0
2023-09-22,2023,9,22,4,265,38,3,0,0,0,0,2,4097,-0.9886775902323404,-0.15005539834465262,0.29671281927349014,-0.9549667548552553,0.8996308696522427,0.4366512319560653,-0.5667017562911174,0.8239230057575544,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,3106149.95,2634119.24,2008968.22,2655093.29,2730274.6199999996,14.94889488099472,14.86591620573013,2858809.5530000003,1.009232218065389,141,0,0,0,0,0,0,0,0,28453.0,22978.0,0,0.0,0
2023-09-23,2023,9,23,5,266,38,3,1,0,0,0,2,4098,-0.9911140639934546,-0.13301470653419636,0.26366549272800816,-0.9646141756912432,0.9209712877166341,0.38963044953078924,-0.5086709438521061,0.8609610158889934,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,2634119.24,2896411.14,2281967.32,2994075.308571429,2714124.078333333,14.784059809446203,14.86591620573013,2858809.5530000003,1.0092672175569453,140,0,0,0,0,0,0,0,0,28503.0,23121.0,0,0.0,0
2023-09-24,2023,9,24,6,267,38,3,1,0,0,0,2,4099,-0.9932568492674143,-0.11593459959550066,0.23030567023061246,-0.9731183372332619,0.9398560579418951,0.34157076916785667,-0.44822934174041107,0.8939185965192568,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,2896411.14,3041369.47,1602075.57,3343622.7628571433,2680800.1663333336,14.878983335898045,14.86591620573013,2858809.5530000003,1.0093022182622602,139,0,0,0,0,0,0,0,0,25583.0,19006.0,0,0.0,0
2023-09-25,2023,9,25,0,268,39,3,0,0,0,0,2,4100,-0.9951053111006974,-0.09882013873287211,0.19667288979357758,-0.9804691603616318,0.9562348265919058,0.29260033563334775,-0.3856634062436095,0.9226395488404866,0.0,1.0,0.0,1.0,0.0,1.0,3041369.47,5205389.57,3058684.14,3628653.725714286,2677464.578333333,14.92781878429698,14.86591620573013,2858809.5530000003,1.009337220181376,138,0,0,0,0,0,0,0,0,26953.0,19520.0,0,0.0,0
2023-09-26,2023,9,26,1,269,39,3,0,0,0,0,2,4101,-0.99665890175417,-0.08167639533042288,0.16280701293851738,-0.9866579328916569,0.9700639218515072,0.24284972209593478,-0.3212696616923656,0.9469877530760749,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,5205389.57,4259834.95,4749132.81,3806740.0514285713,2655907.5543333334,15.465205294680013,14.86591620573013,2858809.5530000003,1.0093722233143345,137,0,0,0,0,0,0,0,0,29151.0,21331.0,0,0.0,0
2023-09-27,2023,9,27,2,270,39,3,0,0,0,0,2,4102,-0.9979171608653922,-0.06450844944931625,0.1287481774525807,-0.99167731989929,0.9813064702716089,0.19245158197083242,-0.2553532951161868,0.9668478136052776,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,4259834.95,4257301.76,3184253.74,3794910.714285714,2612439.8153333333,15.264741208114376,14.86591620573013,2858809.5530000003,1.009407227661178,136,0,0,0,0,0,0,0,0,30503.0,21593.0,0,0.0,0
2023-09-28,2023,9,28,3,271,39,3,0,0,0,0,2,4103,-0.9988797155850335,-0.04732138832243232,0.09453674981720026,-0.9955213724144751,0.9899324950873529,0.14154029521704373,-0.18822670984324616,0.9821256058680001,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,4257301.76,4352754.23,3504126.92,3591105.1128571434,2564451.736333333,15.264146362788745,14.86591620573013,2858809.5530000003,1.0094422332219488,135,0,0,0,0,0,0,0,0,26172.0,18792.0,0,0.0,0
2023-09-29,2023,9,29,4,272,39,3,0,0,0,0,2,4104,-0.9995462806873573,-0.03012030484690836,0.060213277365793266,-0.9981855344718586,0.995918996147179,0.09025161003104143,-0.12020804489935323,0.9927487224577402,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,4352754.23,2551313.88,2465559.4,3340880.7342857146,2561438.7503333334,15.28631958876738,14.86591620573013,2858809.5530000003,1.009477239996689,134,0,0,0,0,0,0,0,0,26129.0,20686.0,0,0.0,0
2023-09-30,2023,9,30,5,273,39,3,1,1,0,1,2,4105,-0.9999166586547379,-0.012910296075008843,0.02581844022713244,-0.9996666485105112,0.9992500112396835,0.03872228089217473,-0.051619667223252896,0.998666816288476,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,2551313.88,1469771.93,2584886.96,2908549.778571429,2554859.738,14.752119423454078,14.86591620573013,2858809.5530000003,1.0095122479854401,133,0,0,0,0,0,0,0,0,26964.0,19431.0,0,0.0,0
2023-10-01,2023,10,1,6,274,39,4,1,0,1,0,0,4106,-0.9999907397361901,0.004303538296243821,-0.008606996888687764,-0.9999629591162655,0.9999166586547379,-0.012910296075008995,0.017213356155833415,0.9998518392091162,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,1469771.93,1289798.82,920334.15,2693133.374285714,2515942.6893333336,14.200618477435539,14.701601221504566,2425627.493870968,1.0095472571882447,132,0,0,0,0,0,0,0,0,21915.0,16618.0,0,0.0,0
2023-10-02,2023,10,2,0,275,40,4,0,0,0,0,0,4107,-0.9997685019798909,0.021516097436222233,-0.04302223300453054,-0.99907411510223,0.9979171608653922,-0.0645084494493164,0.08596479873744661,0.9962981749346078,0.0,1.0,0.0,1.0,0.0,1.0,1289798.82,2179072.88,1043382.83,2303139.1,2493944.6010000003,14.069997586001884,14.701601221504566,2425627.493870968,1.009582267605145,131,0,0,0,0,0,0,0,0,23650.0,19243.0,0,0.0,0
2023-10-03,2023,10,3,1,276,40,4,0,0,0,0,0,4108,-0.9992500112396835,0.03872228089217399,-0.07738647923346208,-0.9970011699250152,0.9932568492674144,-0.11593459959549905,0.15430882066427917,0.9880226656636979,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,2179072.88,2751920.12,1440909.2,1970819.6999999997,2517171.8943333332,14.5944105188132,14.701601221504566,2425627.493870968,1.0096172792361826,130,0,0,0,0,0,0,0,0,23086.0,16613.0,0,0.0,0
2023-10-04,2023,10,4,2,277,40,4,0,0,0,0,0,4109,-0.9984354211555643,0.05591699010060302,-0.11165900712169419,-0.9937465804361781,0.9859481499638306,-0.16705162550211788,0.22192151300416493,0.9750645322571949,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,2751920.12,1527341.84,1793088.31,1807255.3314285714,2544342.492333333,14.827809814833888,14.701601221504566,2425627.493870968,1.0096522920814002,129,0,0,0,0,0,0,0,0,19419.0,13982.0,0,0.0,0
2023-10-05,2023,10,5,3,278,40,4,0,0,0,0,0,4110,-0.9973249731081555,0.07309512989807776,-0.14579919691987506,-0.9893142039703663,0.9760105506323685,-0.21772323039653063,0.28848243288060976,0.957485188355039,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,1527341.84,2026518.43,1826196.69,1902651.2885714285,2527402.459333333,14.239040077664272,14.701601221504566,2425627.493870968,1.0096873061408393,128,0,0,0,0,0,0,0,0,24340.0,19102.0,0,0.0,0
2023-10-06,2023,10,6,4,279,40,4,0,0,0,0,0,4111,-0.9959189961471792,0.0902516100310407,-0.17976658572556148,-0.9837092937736099,0.963470548564149,-0.2678143051621733,0.35367612217637034,0.9353679493131487,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,2026518.43,1406363.3,1613264.94,1976362.2842857144,2553340.735666667,14.521830312964072,14.701601221504566,2425627.493870968,1.0097223214145425,127,0,0,0,0,0,0,0,0,25978.0,20520.0,0,0.0,0
2023-10-07,2023,10,7,5,280,40,4,1,0,0,0,0,4112,-0.994217906893952,0.10738134666416306,-0.2135209154397961,-0.9769384927771817,0.9483615800121713,-0.3171912885891069,0.4171936026123169,0.9088176373395029,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,1406363.3,2137543.63,1794510.68,2001700.4614285715,2566682.187,14.156518421631826,14.701601221504566,2425627.493870968,1.009757337902552,126,0,0,0,0,0,0,0,0,20341.0,15198.0,0,0.0,0
2023-10-08,2023,10,8,6,281,40,4,1,0,0,0,0,4113,-0.9922222094179324,0.12447926388678869,-0.2470221804809346,-0.9690098257244064,0.930723931037979,-0.3657225234972702,0.4787338401157867,0.8779600847008892,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,2137543.63,1805775.79,1883117.98,1932877.9585714287,2543381.3376666666,14.575168359107241,14.701601221504566,2425627.493870968,1.0097923556049093,125,0,0,0,0,0,0,0,0,24311.0,19360.0,0,0.0,0
2023-10-09,2023,10,9,0,282,41,4,0,0,0,0,0,4114,-0.989932495087353,0.141540295217043,-0.28023067519921585,-0.9599326896597447,0.9106046300942172,-0.4132786077829021,0.5380051715382991,0.8429415373547832,0.0,1.0,0.0,1.0,0.0,1.0,1805775.79,2356440.12,2300450.29,1997001.572857143,2521298.2783333333,14.406501411743786,14.701601221504566,2425627.493870968,1.009827374521657,124,0,0,0,0,0,0,0,0,22950.0,16938.0,0,0.0,0
2023-10-10,2023,10,10,1,283,41,4,0,0,0,0,0,4115,-0.9873494423939864,0.15855938510313475,-0.31310704093582686,-0.9497178427914317,0.8880573226294933,-0.4597327394521039,0.5947266869607639,0.8039279618328209,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,2356440.12,2270162.6,1567144.44,2054758.8442857142,2514033.1126666665,14.672663038825402,14.701601221504566,2425627.493870968,1.0098623946528371,123,0,0,0,0,0,0,0,0,20656.0,16553.0,0,0.0,0
2023-10-11,2023,10,11,2,284,41,4,0,0,0,0,1,4116,-0.9844738167520923,0.17553149042142777,-0.3456123126707326,-0.9383773917408644,0.8631421280499114,-0.5049610547215203,0.6486295610349804,0.7611042586607755,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,2270162.6,1976207.14,1918678.27,2129252.4685714287,2512766.6593333334,14.635362457345215,14.701601221504566,2425627.493870968,1.0098974159984915,122,0,0,0,0,0,0,0,0,18965.0,15480.0,0,0.0,0
2023-10-12,2023,10,12,3,285,41,4,0,0,0,0,1,4117,-0.9813064702716093,0.19245158197082995,-0.3777079652039649,-0.9259247771938498,0.8359254794186369,-0.5488429582847192,0.6994583270516471,0.7146733860429609,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,1976207.14,2430819.33,2148334.67,2107674.12,2417436.6920000003,14.49669048575081,14.701601221504566,2425627.493870968,1.0099324385586628,121,0,0,0,0,0,0,0,0,15278.0,12043.0,0,0.0,0
2023-10-13,2023,10,13,4,286,41,4,0,0,0,0,1,4118,-0.9778483415056567,0.20931464596304888,-0.4093559588156221,-0.912374757970727,0.8064799463209446,-0.5912614448635785,0.7469720876965562,0.6648553979642854,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,2430819.33,1927818.67,1900056.41,2120842.165714286,2358573.3843333335,14.703739342710092,14.701601221504566,2425627.493870968,1.0099674623333925,120,0,0,0,0,0,0,0,0,21504.0,15909.0,0,0.0,0
2023-10-14,2023,10,14,5,287,41,4,1,0,0,0,1,4119,-0.9741004551724206,0.22611568550828803,-0.4405187843504946,-0.8977433935342339,0.7748840413670416,-0.6321034111873476,0.7909456567567767,0.611886401268725,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,1927818.67,1986495.19,2106301.79,2142397.6914285715,2357003.743333333,14.471900217620547,14.701601221504566,2425627.493870968,1.0100024873227234,119,0,0,0,0,0,0,0,0,18534.0,14990.0,0,0.0,0
2023-10-15,2023,10,15,6,288,41,4,1,0,0,0,1,4120,-0.970063921851507,0.2428497220959358,-0.47115950767386416,-0.8820480249558535,0.7412220108485965,-0.6712599575675307,0.8311706263658083,0.556017436657044,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,1986495.19,1897952.11,2495144.25,2271045.4128571427,2332809.911,14.501882936288816,14.701601221504566,2425627.493870968,1.010037513526697,118,0,0,0,0,0,0,0,0,19596.0,14437.0,0,0.0,0
2023-10-16,2023,10,16,0,289,42,4,0,0,0,0,1,4121,-0.965739937654855,0.25951179706979943,-0.5012418134457749,-0.8653072543632064,0.7055836101071786,-0.7086266782644589,0.8674563547295961,0.4975132889071819,0.0,1.0,0.0,1.0,0.0,1.0,1897952.11,2507328.8,2029589.44,2320775.0285714287,2352122.0283333333,14.456286552894257,14.701601221504566,2425627.493870968,1.010072540945356,117,0,0,0,0,0,0,0,0,21272.0,15771.0,0,0.0,0
2023-10-17,2023,10,17,1,290,42,4,0,0,0,0,1,4122,-0.9611297838723007,0.27609697309746883,-0.5307300481619333,-0.8475409228928311,0.6680638642135341,-0.74410393987136,0.8996308696522434,0.4366512319560639,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,2507328.8,3170696.65,1794195.22,2343679.5614285716,2457489.346,14.734728920143635,14.701601221504566,2425627.493870968,1.0101075695787418,116,0,0,0,0,0,0,0,0,23281.0,18812.0,0,0.0,0
2023-10-18,2023,10,18,2,291,42,4,0,0,0,0,1,4123,-0.9562348265919058,0.2926003356333479,-0.5595892624101757,-0.8287700871745043,0.6287628145958337,-0.7775971469736275,0.9275416835791959,0.37371971479047095,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,3170696.65,2324314.45,2748359.42,2448609.5457142857,2515334.8613333334,14.969462200504015,14.701601221504566,2425627.493870968,1.010142599426897,115,0,0,0,0,0,0,0,0,20030.0,14036.0,0,0.0,0
2023-10-19,2023,10,19,3,292,42,4,0,0,0,0,1,4124,-0.9510565162951536,0.30901699437494723,-0.5877852522924728,-0.8090169943749477,0.5877852522924721,-0.8090169943749481,0.9510565162951533,0.3090169943749482,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,2324314.45,2591151.06,1715238.6,2508699.442857143,2487309.9839999997,14.658936123543013,14.701601221504566,2425627.493870968,1.010177630489864,114,0,0,0,0,0,0,0,0,19931.0,14569.0,0,0.0,0
2023-10-20,2023,10,20,4,293,42,4,0,0,0,0,1,4125,-0.9455963874271428,0.3253420847119795,-0.6152845999633265,-0.7883050558305263,0.5452404385406528,-0.8382797052177731,0.9700639218515064,0.24284972209593847,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,2591151.06,2662328.56,2513749.87,2519224.492857143,2437370.021,14.767613145587529,14.701601221504566,2425627.493870968,1.0102126627676844,113,0,0,0,0,0,0,0,0,25130.0,18775.0,0,0.0,0
2023-10-21,2023,10,21,5,294,42,4,1,0,0,0,2,4126,-0.9398560579418953,0.341570769167856,-0.6420547132365644,-0.7666588193001584,0.5012418134457758,-0.865307254363206,0.9844738167520926,0.1755314904214261,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,2662328.56,2407124.47,1853822.02,2543671.2600000002,2421960.8263333337,14.794712071927295,14.701601221504566,2425627.493870968,1.0102476962604006,112,0,0,0,0,0,0,0,0,19560.0,14642.0,0,0.0,0
2023-10-22,2023,10,22,6,295,42,4,1,0,0,0,2,4127,-0.9338372288229252,0.35769823883312546,-0.6680638642135334,-0.7441039398713607,0.45590669350845886,-0.8900275764346767,0.994217906893952,0.10738134666416316,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,2407124.47,1971627.46,2201542.06,2519768.291428571,2415280.8809999996,14.693943842535845,14.701601221504566,2425627.493870968,1.0102827309680547,111,0,0,0,0,0,0,0,0,22443.0,16339.0,0,0.0,0
2023-10-23,2023,10,23,0,296,43,4,0,0,0,0,2,4128,-0.9275416835791965,0.3737197147904692,-0.6932812268869779,-0.7206671495538607,0.40935595881562137,-0.9123747579707273,0.9992500112396835,0.038722280892173194,0.0,1.0,0.0,1.0,0.0,1.0,1971627.46,2678456.17,2021989.32,2522793.4485714287,2441992.7703333334,14.494370388685844,14.701601221504566,2425627.493870968,1.0103177668906886,110,0,0,0,0,0,0,0,0,19004.0,15022.0,0,0.0,0
2023-10-24,2023,10,24,1,297,43,4,0,0,0,0,2,4129,-0.9209712877166347,0.38963044953078774,-0.7176769136759616,-0.6963762255968725,0.36171373072976726,-0.9322892131745135,0.9995462806873574,-0.03012030484690738,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,2678456.17,3003375.87,2162674.08,2508905.542857143,2425936.415666667,14.800751503882232,14.701601221504566,2425627.493870968,1.0103528040283447,109,0,0,0,0,0,0,0,0,19897.0,14648.0,0,0.0,0
2023-10-25,2023,10,25,2,298,43,4,0,0,0,0,2,4130,-0.9141279881853337,0.4054257283599973,-0.7412220108485958,-0.6712599575675313,0.3131070409358278,-0.9497178427914313,0.9951053111006974,-0.09882013873287203,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,3003375.87,2345490.55,2151921.73,2730031.824285715,2425124.3266666667,14.91524783692677,14.701601221504566,2425627.493870968,1.010387842381065,108,0,0,0,0,0,0,0,0,18586.0,13399.0,0,0.0,0
2023-10-26,2023,10,26,3,299,43,4,0,0,0,0,2,4131,-0.9070138128026362,0.42110087079608916,-0.7638886127905421,-0.6453481132295509,0.2636654927280084,-0.9646141756912432,0.9859481499638306,-0.16705162550211763,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,2345490.55,2493935.72,2489853.45,2904291.0800000005,2374754.938333333,14.6680055541008,14.701601221504566,2425627.493870968,1.0104228819488918,107,0,0,0,0,0,0,0,0,20955.0,16059.0,0,0.0,0
2023-10-27,2023,10,27,4,300,43,4,0,0,0,0,2,4132,-0.8996308696522434,0.4366512319560638,-0.7856498550787143,-0.6186714032625035,0.21352091543979704,-0.9769384927771815,0.9721181966290614,-0.23449138957040958,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,2493935.72,4210212.53,3746325.95,3069869.6428571427,2368402.8140000002,14.729373032005274,14.701601221504566,2425627.493870968,1.0104579227318673,106,0,0,0,0,0,0,0,0,21533.0,16570.0,0,0.0,0
2023-10-28,2023,10,28,5,301,43,4,1,0,0,0,2,4133,-0.8919813464595487,0.45207220393230374,-0.806479946320944,-0.5912614448635792,0.16280701293851763,-0.9866579328916569,0.9536809966304463,-0.3008198076356654,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,4210212.53,3626939.26,3434826.63,3348774.6842857143,2355254.081,15.253023924087328,14.701601221504566,2425627.493870968,1.0104929647300334,105,0,0,0,0,0,0,0,0,21235.0,16676.0,0,0.0,0
2023-10-29,2023,10,29,6,302,43,4,1,0,0,0,2,4134,-0.8840675099433637,0.46735921715800205,-0.8263541987239093,-0.563150724274919,0.11165900712169516,-0.993746580436178,0.9307239310379797,-0.3657225234972683,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,3626939.26,3130677.4,3026687.11,3351887.314285714,2319367.9683333333,15.103899947216792,14.701601221504566,2425627.493870968,1.0105280079434322,104,0,0,0,0,0,0,0,0,20080.0,14795.0,0,0.0,0
2023-10-30,2023,10,30,0,303,44,4,0,0,0,0,2,4135,-0.8758917051442433,0.48250774176121763,-0.8452490573530623,-0.5343725582809802,0.06021327736579174,-0.9981855344718588,0.9033558023246857,-0.4288919379124808,0.0,1.0,0.0,1.0,0.0,1.0,3130677.4,4630791.46,2926691.09,3208006.7442857143,2351892.426333333,14.95676028024541,14.701601221504566,2425627.493870968,1.0105630523721059,103,0,0,0,0,0,0,0,0,22842.0,16570.0,0,0.0,0
